"time","Well","OD600","Strain","Mutant"
195,"B9",0.013,"Strain_B","Knock-IN (+)"
195,"B10",0.015,"Strain_B","Knock-IN (+)"
195,"B11",0.035,"Strain_B","Knock-IN (+)"
195,"B12",0.02,"Strain_B","Knock-IN (+)"
195,"C1",0.003,"Strain_C","Knock-OUT (-)"
195,"C2",0.011,"Strain_C","Knock-OUT (-)"
195,"C3",0.027,"Strain_C","Knock-OUT (-)"
195,"C4",0.003,"Strain_C","Knock-OUT (-)"
195,"C5",0.006,"Strain_C","Knock-OUT (-)"
195,"C6",0.004,"Strain_C","Knock-OUT (-)"
195,"C7",0.007,"Strain_C","Knock-IN (+)"
195,"C8",0.026,"Strain_C","Knock-IN (+)"
195,"C9",0.007,"Strain_C","Knock-IN (+)"
195,"C10",0.006,"Strain_C","Knock-IN (+)"
195,"C11",0.02,"Strain_C","Knock-IN (+)"
195,"C12",0.027,"Strain_C","Knock-IN (+)"
210,"A1",0.055,"Strain_A","Knock-OUT (-)"
210,"A2",0.007,"Strain_A","Knock-OUT (-)"
210,"A3",0.02,"Strain_A","Knock-OUT (-)"
210,"A4",0.005,"Strain_A","Knock-OUT (-)"
210,"A5",0.014,"Strain_A","Knock-OUT (-)"
210,"A6",0.028,"Strain_A","Knock-OUT (-)"
210,"A7",0.014,"Strain_A","Knock-IN (+)"
210,"A8",0.025,"Strain_A","Knock-IN (+)"
210,"A9",0.028,"Strain_A","Knock-IN (+)"
210,"A10",0.02,"Strain_A","Knock-IN (+)"
210,"A11",0.053,"Strain_A","Knock-IN (+)"
210,"A12",0.062,"Strain_A","Knock-IN (+)"
210,"B1",0.004,"Strain_B","Knock-OUT (-)"
210,"B2",0.018,"Strain_B","Knock-OUT (-)"
210,"B3",0.005,"Strain_B","Knock-OUT (-)"
210,"B4",0.067,"Strain_B","Knock-OUT (-)"
210,"B5",0.054,"Strain_B","Knock-OUT (-)"
210,"B6",0.019,"Strain_B","Knock-OUT (-)"
210,"B7",0.008,"Strain_B","Knock-IN (+)"
210,"B8",0.04,"Strain_B","Knock-IN (+)"
210,"B9",0.019,"Strain_B","Knock-IN (+)"
210,"B10",0.022,"Strain_B","Knock-IN (+)"
210,"B11",0.056,"Strain_B","Knock-IN (+)"
210,"B12",0.029,"Strain_B","Knock-IN (+)"
210,"C1",0.004,"Strain_C","Knock-OUT (-)"
210,"C2",0.015,"Strain_C","Knock-OUT (-)"
210,"C3",0.041,"Strain_C","Knock-OUT (-)"
210,"C4",0.004,"Strain_C","Knock-OUT (-)"
210,"C5",0.007,"Strain_C","Knock-OUT (-)"
210,"C6",0.004,"Strain_C","Knock-OUT (-)"
210,"C7",0.008,"Strain_C","Knock-IN (+)"
210,"C8",0.04,"Strain_C","Knock-IN (+)"
210,"C9",0.009,"Strain_C","Knock-IN (+)"
210,"C10",0.007,"Strain_C","Knock-IN (+)"
210,"C11",0.029,"Strain_C","Knock-IN (+)"
210,"C12",0.041,"Strain_C","Knock-IN (+)"
225,"A1",0.087,"Strain_A","Knock-OUT (-)"
225,"A2",0.009,"Strain_A","Knock-OUT (-)"
225,"A3",0.029,"Strain_A","Knock-OUT (-)"
225,"A4",0.005,"Strain_A","Knock-OUT (-)"
225,"A5",0.019,"Strain_A","Knock-OUT (-)"
225,"A6",0.042,"Strain_A","Knock-OUT (-)"
225,"A7",0.019,"Strain_A","Knock-IN (+)"
225,"A8",0.037,"Strain_A","Knock-IN (+)"
225,"A9",0.042,"Strain_A","Knock-IN (+)"
225,"A10",0.029,"Strain_A","Knock-IN (+)"
225,"A11",0.082,"Strain_A","Knock-IN (+)"
225,"A12",0.098,"Strain_A","Knock-IN (+)"
225,"B1",0.004,"Strain_B","Knock-OUT (-)"
225,"B2",0.025,"Strain_B","Knock-OUT (-)"
225,"B3",0.006,"Strain_B","Knock-OUT (-)"
225,"B4",0.105,"Strain_B","Knock-OUT (-)"
225,"B5",0.085,"Strain_B","Knock-OUT (-)"
225,"B6",0.027,"Strain_B","Knock-OUT (-)"
225,"B7",0.01,"Strain_B","Knock-IN (+)"
225,"B8",0.061,"Strain_B","Knock-IN (+)"
225,"B9",0.026,"Strain_B","Knock-IN (+)"
225,"B10",0.031,"Strain_B","Knock-IN (+)"
225,"B11",0.087,"Strain_B","Knock-IN (+)"
225,"B12",0.044,"Strain_B","Knock-IN (+)"
225,"C1",0.004,"Strain_C","Knock-OUT (-)"
225,"C2",0.021,"Strain_C","Knock-OUT (-)"
225,"C3",0.062,"Strain_C","Knock-OUT (-)"
225,"C4",0.004,"Strain_C","Knock-OUT (-)"
225,"C5",0.009,"Strain_C","Knock-OUT (-)"
225,"C6",0.004,"Strain_C","Knock-OUT (-)"
225,"C7",0.01,"Strain_C","Knock-IN (+)"
225,"C8",0.061,"Strain_C","Knock-IN (+)"
225,"C9",0.012,"Strain_C","Knock-IN (+)"
225,"C10",0.008,"Strain_C","Knock-IN (+)"
225,"C11",0.044,"Strain_C","Knock-IN (+)"
225,"C12",0.062,"Strain_C","Knock-IN (+)"
240,"A1",0.132,"Strain_A","Knock-OUT (-)"
240,"A2",0.011,"Strain_A","Knock-OUT (-)"
240,"A3",0.041,"Strain_A","Knock-OUT (-)"
240,"A4",0.006,"Strain_A","Knock-OUT (-)"
240,"A5",0.026,"Strain_A","Knock-OUT (-)"
240,"A6",0.061,"Strain_A","Knock-OUT (-)"
240,"A7",0.026,"Strain_A","Knock-IN (+)"
240,"A8",0.054,"Strain_A","Knock-IN (+)"
240,"A9",0.061,"Strain_A","Knock-IN (+)"
240,"A10",0.041,"Strain_A","Knock-IN (+)"
240,"A11",0.125,"Strain_A","Knock-IN (+)"
240,"A12",0.149,"Strain_A","Knock-IN (+)"
240,"B1",0.005,"Strain_B","Knock-OUT (-)"
240,"B2",0.035,"Strain_B","Knock-OUT (-)"
240,"B3",0.007,"Strain_B","Knock-OUT (-)"
240,"B4",0.16,"Strain_B","Knock-OUT (-)"
240,"B5",0.129,"Strain_B","Knock-OUT (-)"
240,"B6",0.038,"Strain_B","Knock-OUT (-)"
240,"B7",0.013,"Strain_B","Knock-IN (+)"
240,"B8",0.091,"Strain_B","Knock-IN (+)"
240,"B9",0.037,"Strain_B","Knock-IN (+)"
240,"B10",0.045,"Strain_B","Knock-IN (+)"
240,"B11",0.133,"Strain_B","Knock-IN (+)"
240,"B12",0.065,"Strain_B","Knock-IN (+)"
240,"C1",0.005,"Strain_C","Knock-OUT (-)"
240,"C2",0.028,"Strain_C","Knock-OUT (-)"
240,"C3",0.093,"Strain_C","Knock-OUT (-)"
240,"C4",0.005,"Strain_C","Knock-OUT (-)"
240,"C5",0.011,"Strain_C","Knock-OUT (-)"
240,"C6",0.005,"Strain_C","Knock-OUT (-)"
240,"C7",0.013,"Strain_C","Knock-IN (+)"
240,"C8",0.091,"Strain_C","Knock-IN (+)"
240,"C9",0.015,"Strain_C","Knock-IN (+)"
240,"C10",0.01,"Strain_C","Knock-IN (+)"
240,"C11",0.065,"Strain_C","Knock-IN (+)"
240,"C12",0.093,"Strain_C","Knock-IN (+)"
255,"A1",0.193,"Strain_A","Knock-OUT (-)"
255,"A2",0.014,"Strain_A","Knock-OUT (-)"
255,"A3",0.059,"Strain_A","Knock-OUT (-)"
255,"A4",0.007,"Strain_A","Knock-OUT (-)"
255,"A5",0.035,"Strain_A","Knock-OUT (-)"
255,"A6",0.089,"Strain_A","Knock-OUT (-)"
255,"A7",0.036,"Strain_A","Knock-IN (+)"
255,"A8",0.077,"Strain_A","Knock-IN (+)"
255,"A9",0.089,"Strain_A","Knock-IN (+)"
255,"A10",0.059,"Strain_A","Knock-IN (+)"
255,"A11",0.184,"Strain_A","Knock-IN (+)"
255,"A12",0.219,"Strain_A","Knock-IN (+)"
255,"B1",0.006,"Strain_B","Knock-OUT (-)"
255,"B2",0.049,"Strain_B","Knock-OUT (-)"
255,"B3",0.009,"Strain_B","Knock-OUT (-)"
255,"B4",0.233,"Strain_B","Knock-OUT (-)"
255,"B5",0.189,"Strain_B","Knock-OUT (-)"
255,"B6",0.054,"Strain_B","Knock-OUT (-)"
255,"B7",0.017,"Strain_B","Knock-IN (+)"
255,"B8",0.134,"Strain_B","Knock-IN (+)"
255,"B9",0.052,"Strain_B","Knock-IN (+)"
255,"B10",0.064,"Strain_B","Knock-IN (+)"
255,"B11",0.195,"Strain_B","Knock-IN (+)"
255,"B12",0.094,"Strain_B","Knock-IN (+)"
255,"C1",0.005,"Strain_C","Knock-OUT (-)"
255,"C2",0.039,"Strain_C","Knock-OUT (-)"
255,"C3",0.137,"Strain_C","Knock-OUT (-)"
255,"C4",0.005,"Strain_C","Knock-OUT (-)"
255,"C5",0.014,"Strain_C","Knock-OUT (-)"
255,"C6",0.006,"Strain_C","Knock-OUT (-)"
255,"C7",0.017,"Strain_C","Knock-IN (+)"
255,"C8",0.134,"Strain_C","Knock-IN (+)"
255,"C9",0.019,"Strain_C","Knock-IN (+)"
255,"C10",0.013,"Strain_C","Knock-IN (+)"
255,"C11",0.094,"Strain_C","Knock-IN (+)"
255,"C12",0.137,"Strain_C","Knock-IN (+)"
270,"A1",0.272,"Strain_A","Knock-OUT (-)"
270,"A2",0.018,"Strain_A","Knock-OUT (-)"
270,"A3",0.083,"Strain_A","Knock-OUT (-)"
270,"A4",0.009,"Strain_A","Knock-OUT (-)"
270,"A5",0.048,"Strain_A","Knock-OUT (-)"
270,"A6",0.127,"Strain_A","Knock-OUT (-)"
270,"A7",0.049,"Strain_A","Knock-IN (+)"
270,"A8",0.11,"Strain_A","Knock-IN (+)"
270,"A9",0.127,"Strain_A","Knock-IN (+)"
270,"A10",0.083,"Strain_A","Knock-IN (+)"
270,"A11",0.258,"Strain_A","Knock-IN (+)"
270,"A12",0.305,"Strain_A","Knock-IN (+)"
270,"B1",0.007,"Strain_B","Knock-OUT (-)"
270,"B2",0.068,"Strain_B","Knock-OUT (-)"
270,"B3",0.011,"Strain_B","Knock-OUT (-)"
270,"B4",0.324,"Strain_B","Knock-OUT (-)"
270,"B5",0.266,"Strain_B","Knock-OUT (-)"
270,"B6",0.075,"Strain_B","Knock-OUT (-)"
270,"B7",0.022,"Strain_B","Knock-IN (+)"
270,"B8",0.191,"Strain_B","Knock-IN (+)"
270,"B9",0.073,"Strain_B","Knock-IN (+)"
270,"B10",0.091,"Strain_B","Knock-IN (+)"
270,"B11",0.274,"Strain_B","Knock-IN (+)"
270,"B12",0.134,"Strain_B","Knock-IN (+)"
270,"C1",0.006,"Strain_C","Knock-OUT (-)"
270,"C2",0.054,"Strain_C","Knock-OUT (-)"
270,"C3",0.196,"Strain_C","Knock-OUT (-)"
270,"C4",0.006,"Strain_C","Knock-OUT (-)"
270,"C5",0.018,"Strain_C","Knock-OUT (-)"
270,"C6",0.006,"Strain_C","Knock-OUT (-)"
270,"C7",0.022,"Strain_C","Knock-IN (+)"
270,"C8",0.191,"Strain_C","Knock-IN (+)"
270,"C9",0.025,"Strain_C","Knock-IN (+)"
270,"C10",0.016,"Strain_C","Knock-IN (+)"
270,"C11",0.134,"Strain_C","Knock-IN (+)"
270,"C12",0.196,"Strain_C","Knock-IN (+)"
285,"A1",0.363,"Strain_A","Knock-OUT (-)"
285,"A2",0.022,"Strain_A","Knock-OUT (-)"
285,"A3",0.114,"Strain_A","Knock-OUT (-)"
285,"A4",0.01,"Strain_A","Knock-OUT (-)"
285,"A5",0.066,"Strain_A","Knock-OUT (-)"
285,"A6",0.176,"Strain_A","Knock-OUT (-)"
285,"A7",0.067,"Strain_A","Knock-IN (+)"
285,"A8",0.152,"Strain_A","Knock-IN (+)"
285,"A9",0.176,"Strain_A","Knock-IN (+)"
285,"A10",0.114,"Strain_A","Knock-IN (+)"
285,"A11",0.347,"Strain_A","Knock-IN (+)"
285,"A12",0.403,"Strain_A","Knock-IN (+)"
285,"B1",0.007,"Strain_B","Knock-OUT (-)"
285,"B2",0.094,"Strain_B","Knock-OUT (-)"
285,"B3",0.013,"Strain_B","Knock-OUT (-)"
285,"B4",0.425,"Strain_B","Knock-OUT (-)"
285,"B5",0.356,"Strain_B","Knock-OUT (-)"
285,"B6",0.104,"Strain_B","Knock-OUT (-)"
285,"B7",0.028,"Strain_B","Knock-IN (+)"
285,"B8",0.261,"Strain_B","Knock-IN (+)"
285,"B9",0.101,"Strain_B","Knock-IN (+)"
285,"B10",0.126,"Strain_B","Knock-IN (+)"
285,"B11",0.366,"Strain_B","Knock-IN (+)"
285,"B12",0.185,"Strain_B","Knock-IN (+)"
285,"C1",0.007,"Strain_C","Knock-OUT (-)"
285,"C2",0.074,"Strain_C","Knock-OUT (-)"
285,"C3",0.267,"Strain_C","Knock-OUT (-)"
285,"C4",0.007,"Strain_C","Knock-OUT (-)"
285,"C5",0.022,"Strain_C","Knock-OUT (-)"
285,"C6",0.007,"Strain_C","Knock-OUT (-)"
285,"C7",0.028,"Strain_C","Knock-IN (+)"
285,"C8",0.261,"Strain_C","Knock-IN (+)"
285,"C9",0.033,"Strain_C","Knock-IN (+)"
285,"C10",0.021,"Strain_C","Knock-IN (+)"
285,"C11",0.185,"Strain_C","Knock-IN (+)"
285,"C12",0.267,"Strain_C","Knock-IN (+)"
300,"A1",0.462,"Strain_A","Knock-OUT (-)"
300,"A2",0.028,"Strain_A","Knock-OUT (-)"
300,"A3",0.155,"Strain_A","Knock-OUT (-)"
300,"A4",0.012,"Strain_A","Knock-OUT (-)"
300,"A5",0.088,"Strain_A","Knock-OUT (-)"
300,"A6",0.237,"Strain_A","Knock-OUT (-)"
300,"A7",0.09,"Strain_A","Knock-IN (+)"
300,"A8",0.205,"Strain_A","Knock-IN (+)"
300,"A9",0.237,"Strain_A","Knock-IN (+)"
300,"A10",0.155,"Strain_A","Knock-IN (+)"
300,"A11",0.444,"Strain_A","Knock-IN (+)"
300,"A12",0.505,"Strain_A","Knock-IN (+)"
300,"B1",0.009,"Strain_B","Knock-OUT (-)"
300,"B2",0.127,"Strain_B","Knock-OUT (-)"
300,"B3",0.016,"Strain_B","Knock-OUT (-)"
300,"B4",0.529,"Strain_B","Knock-OUT (-)"
300,"B5",0.454,"Strain_B","Knock-OUT (-)"
300,"B6",0.141,"Strain_B","Knock-OUT (-)"
300,"B7",0.036,"Strain_B","Knock-IN (+)"
300,"B8",0.343,"Strain_B","Knock-IN (+)"
300,"B9",0.136,"Strain_B","Knock-IN (+)"
300,"B10",0.17,"Strain_B","Knock-IN (+)"
300,"B11",0.464,"Strain_B","Knock-IN (+)"
300,"B12",0.248,"Strain_B","Knock-IN (+)"
300,"C1",0.008,"Strain_C","Knock-OUT (-)"
300,"C2",0.099,"Strain_C","Knock-OUT (-)"
300,"C3",0.351,"Strain_C","Knock-OUT (-)"
300,"C4",0.008,"Strain_C","Knock-OUT (-)"
300,"C5",0.028,"Strain_C","Knock-OUT (-)"
300,"C6",0.008,"Strain_C","Knock-OUT (-)"
300,"C7",0.036,"Strain_C","Knock-IN (+)"
300,"C8",0.343,"Strain_C","Knock-IN (+)"
300,"C9",0.043,"Strain_C","Knock-IN (+)"
300,"C10",0.026,"Strain_C","Knock-IN (+)"
300,"C11",0.248,"Strain_C","Knock-IN (+)"
300,"C12",0.351,"Strain_C","Knock-IN (+)"
315,"A1",0.56,"Strain_A","Knock-OUT (-)"
315,"A2",0.036,"Strain_A","Knock-OUT (-)"
315,"A3",0.204,"Strain_A","Knock-OUT (-)"
315,"A4",0.014,"Strain_A","Knock-OUT (-)"
315,"A5",0.116,"Strain_A","Knock-OUT (-)"
315,"A6",0.307,"Strain_A","Knock-OUT (-)"
315,"A7",0.118,"Strain_A","Knock-IN (+)"
315,"A8",0.269,"Strain_A","Knock-IN (+)"
315,"A9",0.307,"Strain_A","Knock-IN (+)"
315,"A10",0.204,"Strain_A","Knock-IN (+)"
315,"A11",0.541,"Strain_A","Knock-IN (+)"
315,"A12",0.604,"Strain_A","Knock-IN (+)"
315,"B1",0.01,"Strain_B","Knock-OUT (-)"
315,"B2",0.168,"Strain_B","Knock-OUT (-)"
315,"B3",0.019,"Strain_B","Knock-OUT (-)"
315,"B4",0.627,"Strain_B","Knock-OUT (-)"
315,"B5",0.552,"Strain_B","Knock-OUT (-)"
315,"B6",0.186,"Strain_B","Knock-OUT (-)"
315,"B7",0.046,"Strain_B","Knock-IN (+)"
315,"B8",0.432,"Strain_B","Knock-IN (+)"
315,"B9",0.18,"Strain_B","Knock-IN (+)"
315,"B10",0.224,"Strain_B","Knock-IN (+)"
315,"B11",0.563,"Strain_B","Knock-IN (+)"
315,"B12",0.322,"Strain_B","Knock-IN (+)"
315,"C1",0.009,"Strain_C","Knock-OUT (-)"
315,"C2",0.132,"Strain_C","Knock-OUT (-)"
315,"C3",0.441,"Strain_C","Knock-OUT (-)"
315,"C4",0.009,"Strain_C","Knock-OUT (-)"
315,"C5",0.036,"Strain_C","Knock-OUT (-)"
315,"C6",0.01,"Strain_C","Knock-OUT (-)"
315,"C7",0.046,"Strain_C","Knock-IN (+)"
315,"C8",0.432,"Strain_C","Knock-IN (+)"
315,"C9",0.055,"Strain_C","Knock-IN (+)"
315,"C10",0.032,"Strain_C","Knock-IN (+)"
315,"C11",0.322,"Strain_C","Knock-IN (+)"
315,"C12",0.441,"Strain_C","Knock-IN (+)"
330,"A1",0.651,"Strain_A","Knock-OUT (-)"
330,"A2",0.045,"Strain_A","Knock-OUT (-)"
330,"A3",0.263,"Strain_A","Knock-OUT (-)"
330,"A4",0.017,"Strain_A","Knock-OUT (-)"
330,"A5",0.151,"Strain_A","Knock-OUT (-)"
330,"A6",0.385,"Strain_A","Knock-OUT (-)"
330,"A7",0.154,"Strain_A","Knock-IN (+)"
330,"A8",0.34,"Strain_A","Knock-IN (+)"
330,"A9",0.385,"Strain_A","Knock-IN (+)"
330,"A10",0.263,"Strain_A","Knock-IN (+)"
330,"A11",0.633,"Strain_A","Knock-IN (+)"
330,"A12",0.693,"Strain_A","Knock-IN (+)"
330,"B1",0.011,"Strain_B","Knock-OUT (-)"
330,"B2",0.217,"Strain_B","Knock-OUT (-)"
330,"B3",0.023,"Strain_B","Knock-OUT (-)"
330,"B4",0.714,"Strain_B","Knock-OUT (-)"
330,"B5",0.643,"Strain_B","Knock-OUT (-)"
330,"B6",0.24,"Strain_B","Knock-OUT (-)"
330,"B7",0.058,"Strain_B","Knock-IN (+)"
330,"B8",0.523,"Strain_B","Knock-IN (+)"
330,"B9",0.233,"Strain_B","Knock-IN (+)"
330,"B10",0.286,"Strain_B","Knock-IN (+)"
330,"B11",0.654,"Strain_B","Knock-IN (+)"
330,"B12",0.401,"Strain_B","Knock-IN (+)"
330,"C1",0.01,"Strain_C","Knock-OUT (-)"
330,"C2",0.171,"Strain_C","Knock-OUT (-)"
330,"C3",0.531,"Strain_C","Knock-OUT (-)"
330,"C4",0.01,"Strain_C","Knock-OUT (-)"
330,"C5",0.045,"Strain_C","Knock-OUT (-)"
330,"C6",0.011,"Strain_C","Knock-OUT (-)"
330,"C7",0.058,"Strain_C","Knock-IN (+)"
330,"C8",0.523,"Strain_C","Knock-IN (+)"
330,"C9",0.071,"Strain_C","Knock-IN (+)"
330,"C10",0.041,"Strain_C","Knock-IN (+)"
330,"C11",0.401,"Strain_C","Knock-IN (+)"
330,"C12",0.531,"Strain_C","Knock-IN (+)"
345,"A1",0.73,"Strain_A","Knock-OUT (-)"
345,"A2",0.056,"Strain_A","Knock-OUT (-)"
345,"A3",0.328,"Strain_A","Knock-OUT (-)"
345,"A4",0.02,"Strain_A","Knock-OUT (-)"
345,"A5",0.193,"Strain_A","Knock-OUT (-)"
345,"A6",0.466,"Strain_A","Knock-OUT (-)"
345,"A7",0.196,"Strain_A","Knock-IN (+)"
345,"A8",0.417,"Strain_A","Knock-IN (+)"
345,"A9",0.466,"Strain_A","Knock-IN (+)"
345,"A10",0.328,"Strain_A","Knock-IN (+)"
345,"A11",0.714,"Strain_A","Knock-IN (+)"
345,"A12",0.767,"Strain_A","Knock-IN (+)"
345,"B1",0.013,"Strain_B","Knock-OUT (-)"
345,"B2",0.274,"Strain_B","Knock-OUT (-)"
345,"B3",0.028,"Strain_B","Knock-OUT (-)"
345,"B4",0.786,"Strain_B","Knock-OUT (-)"
345,"B5",0.723,"Strain_B","Knock-OUT (-)"
345,"B6",0.302,"Strain_B","Knock-OUT (-)"
345,"B7",0.074,"Strain_B","Knock-IN (+)"
345,"B8",0.609,"Strain_B","Knock-IN (+)"
345,"B9",0.293,"Strain_B","Knock-IN (+)"
345,"B10",0.356,"Strain_B","Knock-IN (+)"
345,"B11",0.733,"Strain_B","Knock-IN (+)"
345,"B12",0.484,"Strain_B","Knock-IN (+)"
345,"C1",0.011,"Strain_C","Knock-OUT (-)"
345,"C2",0.218,"Strain_C","Knock-OUT (-)"
345,"C3",0.617,"Strain_C","Knock-OUT (-)"
345,"C4",0.011,"Strain_C","Knock-OUT (-)"
345,"C5",0.056,"Strain_C","Knock-OUT (-)"
345,"C6",0.013,"Strain_C","Knock-OUT (-)"
345,"C7",0.074,"Strain_C","Knock-IN (+)"
345,"C8",0.609,"Strain_C","Knock-IN (+)"
345,"C9",0.09,"Strain_C","Knock-IN (+)"
345,"C10",0.051,"Strain_C","Knock-IN (+)"
345,"C11",0.484,"Strain_C","Knock-IN (+)"
345,"C12",0.617,"Strain_C","Knock-IN (+)"
360,"A1",0.796,"Strain_A","Knock-OUT (-)"
360,"A2",0.07,"Strain_A","Knock-OUT (-)"
360,"A3",0.399,"Strain_A","Knock-OUT (-)"
360,"A4",0.024,"Strain_A","Knock-OUT (-)"
360,"A5",0.241,"Strain_A","Knock-OUT (-)"
360,"A6",0.547,"Strain_A","Knock-OUT (-)"
360,"A7",0.245,"Strain_A","Knock-IN (+)"
360,"A8",0.495,"Strain_A","Knock-IN (+)"
360,"A9",0.547,"Strain_A","Knock-IN (+)"
360,"A10",0.399,"Strain_A","Knock-IN (+)"
360,"A11",0.782,"Strain_A","Knock-IN (+)"
360,"A12",0.828,"Strain_A","Knock-IN (+)"
360,"B1",0.015,"Strain_B","Knock-OUT (-)"
360,"B2",0.337,"Strain_B","Knock-OUT (-)"
360,"B3",0.034,"Strain_B","Knock-OUT (-)"
360,"B4",0.843,"Strain_B","Knock-OUT (-)"
360,"B5",0.79,"Strain_B","Knock-OUT (-)"
360,"B6",0.369,"Strain_B","Knock-OUT (-)"
360,"B7",0.092,"Strain_B","Knock-IN (+)"
360,"B8",0.687,"Strain_B","Knock-IN (+)"
360,"B9",0.359,"Strain_B","Knock-IN (+)"
360,"B10",0.429,"Strain_B","Knock-IN (+)"
360,"B11",0.798,"Strain_B","Knock-IN (+)"
360,"B12",0.565,"Strain_B","Knock-IN (+)"
360,"C1",0.013,"Strain_C","Knock-OUT (-)"
360,"C2",0.271,"Strain_C","Knock-OUT (-)"
360,"C3",0.695,"Strain_C","Knock-OUT (-)"
360,"C4",0.013,"Strain_C","Knock-OUT (-)"
360,"C5",0.07,"Strain_C","Knock-OUT (-)"
360,"C6",0.015,"Strain_C","Knock-OUT (-)"
360,"C7",0.092,"Strain_C","Knock-IN (+)"
360,"C8",0.687,"Strain_C","Knock-IN (+)"
360,"C9",0.113,"Strain_C","Knock-IN (+)"
360,"C10",0.063,"Strain_C","Knock-IN (+)"
360,"C11",0.565,"Strain_C","Knock-IN (+)"
360,"C12",0.695,"Strain_C","Knock-IN (+)"
375,"A1",0.849,"Strain_A","Knock-OUT (-)"
375,"A2",0.086,"Strain_A","Knock-OUT (-)"
375,"A3",0.471,"Strain_A","Knock-OUT (-)"
375,"A4",0.028,"Strain_A","Knock-OUT (-)"
375,"A5",0.295,"Strain_A","Knock-OUT (-)"
375,"A6",0.623,"Strain_A","Knock-OUT (-)"
375,"A7",0.3,"Strain_A","Knock-IN (+)"
375,"A8",0.571,"Strain_A","Knock-IN (+)"
375,"A9",0.623,"Strain_A","Knock-IN (+)"
375,"A10",0.471,"Strain_A","Knock-IN (+)"
375,"A11",0.837,"Strain_A","Knock-IN (+)"
375,"A12",0.874,"Strain_A","Knock-IN (+)"
375,"B1",0.018,"Strain_B","Knock-OUT (-)"
375,"B2",0.404,"Strain_B","Knock-OUT (-)"
375,"B3",0.041,"Strain_B","Knock-OUT (-)"
375,"B4",0.887,"Strain_B","Knock-OUT (-)"
375,"B5",0.843,"Strain_B","Knock-OUT (-)"
375,"B6",0.439,"Strain_B","Knock-OUT (-)"
375,"B7",0.115,"Strain_B","Knock-IN (+)"
375,"B8",0.754,"Strain_B","Knock-IN (+)"
375,"B9",0.428,"Strain_B","Knock-IN (+)"
375,"B10",0.503,"Strain_B","Knock-IN (+)"
375,"B11",0.85,"Strain_B","Knock-IN (+)"
375,"B12",0.64,"Strain_B","Knock-IN (+)"
375,"C1",0.015,"Strain_C","Knock-OUT (-)"
375,"C2",0.33,"Strain_C","Knock-OUT (-)"
375,"C3",0.761,"Strain_C","Knock-OUT (-)"
375,"C4",0.015,"Strain_C","Knock-OUT (-)"
375,"C5",0.086,"Strain_C","Knock-OUT (-)"
375,"C6",0.017,"Strain_C","Knock-OUT (-)"
375,"C7",0.115,"Strain_C","Knock-IN (+)"
375,"C8",0.754,"Strain_C","Knock-IN (+)"
375,"C9",0.14,"Strain_C","Knock-IN (+)"
375,"C10",0.077,"Strain_C","Knock-IN (+)"
375,"C11",0.64,"Strain_C","Knock-IN (+)"
375,"C12",0.761,"Strain_C","Knock-IN (+)"
390,"A1",0.889,"Strain_A","Knock-OUT (-)"
390,"A2",0.105,"Strain_A","Knock-OUT (-)"
390,"A3",0.543,"Strain_A","Knock-OUT (-)"
390,"A4",0.034,"Strain_A","Knock-OUT (-)"
390,"A5",0.354,"Strain_A","Knock-OUT (-)"
390,"A6",0.692,"Strain_A","Knock-OUT (-)"
390,"A7",0.359,"Strain_A","Knock-IN (+)"
390,"A8",0.643,"Strain_A","Knock-IN (+)"
390,"A9",0.692,"Strain_A","Knock-IN (+)"
390,"A10",0.543,"Strain_A","Knock-IN (+)"
390,"A11",0.879,"Strain_A","Knock-IN (+)"
390,"A12",0.91,"Strain_A","Knock-IN (+)"
390,"B1",0.02,"Strain_B","Knock-OUT (-)"
390,"B2",0.473,"Strain_B","Knock-OUT (-)"
390,"B3",0.049,"Strain_B","Knock-OUT (-)"
390,"B4",0.919,"Strain_B","Knock-OUT (-)"
390,"B5",0.885,"Strain_B","Knock-OUT (-)"
390,"B6",0.51,"Strain_B","Knock-OUT (-)"
390,"B7",0.141,"Strain_B","Knock-IN (+)"
390,"B8",0.81,"Strain_B","Knock-IN (+)"
390,"B9",0.498,"Strain_B","Knock-IN (+)"
390,"B10",0.576,"Strain_B","Knock-IN (+)"
390,"B11",0.89,"Strain_B","Knock-IN (+)"
390,"B12",0.708,"Strain_B","Knock-IN (+)"
390,"C1",0.017,"Strain_C","Knock-OUT (-)"
390,"C2",0.392,"Strain_C","Knock-OUT (-)"
390,"C3",0.816,"Strain_C","Knock-OUT (-)"
390,"C4",0.017,"Strain_C","Knock-OUT (-)"
390,"C5",0.105,"Strain_C","Knock-OUT (-)"
390,"C6",0.02,"Strain_C","Knock-OUT (-)"
390,"C7",0.141,"Strain_C","Knock-IN (+)"
390,"C8",0.81,"Strain_C","Knock-IN (+)"
390,"C9",0.172,"Strain_C","Knock-IN (+)"
390,"C10",0.095,"Strain_C","Knock-IN (+)"
390,"C11",0.708,"Strain_C","Knock-IN (+)"
390,"C12",0.816,"Strain_C","Knock-IN (+)"
405,"A1",0.92,"Strain_A","Knock-OUT (-)"
405,"A2",0.128,"Strain_A","Knock-OUT (-)"
405,"A3",0.611,"Strain_A","Knock-OUT (-)"
405,"A4",0.04,"Strain_A","Knock-OUT (-)"
405,"A5",0.415,"Strain_A","Knock-OUT (-)"
405,"A6",0.752,"Strain_A","Knock-OUT (-)"
