"time","Well","OD600","Strain","Mutant"
405,"A7",0.421,"Strain_A","Knock-IN (+)"
405,"A8",0.707,"Strain_A","Knock-IN (+)"
405,"A9",0.752,"Strain_A","Knock-IN (+)"
405,"A10",0.611,"Strain_A","Knock-IN (+)"
405,"A11",0.912,"Strain_A","Knock-IN (+)"
405,"A12",0.936,"Strain_A","Knock-IN (+)"
405,"B1",0.023,"Strain_B","Knock-OUT (-)"
405,"B2",0.54,"Strain_B","Knock-OUT (-)"
405,"B3",0.058,"Strain_B","Knock-OUT (-)"
405,"B4",0.943,"Strain_B","Knock-OUT (-)"
405,"B5",0.916,"Strain_B","Knock-OUT (-)"
405,"B6",0.578,"Strain_B","Knock-OUT (-)"
405,"B7",0.171,"Strain_B","Knock-IN (+)"
405,"B8",0.855,"Strain_B","Knock-IN (+)"
405,"B9",0.566,"Strain_B","Knock-IN (+)"
405,"B10",0.643,"Strain_B","Knock-IN (+)"
405,"B11",0.921,"Strain_B","Knock-IN (+)"
405,"B12",0.766,"Strain_B","Knock-IN (+)"
405,"C1",0.019,"Strain_C","Knock-OUT (-)"
405,"C2",0.456,"Strain_C","Knock-OUT (-)"
405,"C3",0.86,"Strain_C","Knock-OUT (-)"
405,"C4",0.019,"Strain_C","Knock-OUT (-)"
405,"C5",0.128,"Strain_C","Knock-OUT (-)"
405,"C6",0.023,"Strain_C","Knock-OUT (-)"
405,"C7",0.171,"Strain_C","Knock-IN (+)"
405,"C8",0.855,"Strain_C","Knock-IN (+)"
405,"C9",0.208,"Strain_C","Knock-IN (+)"
405,"C10",0.115,"Strain_C","Knock-IN (+)"
405,"C11",0.766,"Strain_C","Knock-IN (+)"
405,"C12",0.86,"Strain_C","Knock-IN (+)"
420,"A1",0.942,"Strain_A","Knock-OUT (-)"
420,"A2",0.154,"Strain_A","Knock-OUT (-)"
420,"A3",0.674,"Strain_A","Knock-OUT (-)"
420,"A4",0.047,"Strain_A","Knock-OUT (-)"
420,"A5",0.477,"Strain_A","Knock-OUT (-)"
420,"A6",0.803,"Strain_A","Knock-OUT (-)"
420,"A7",0.483,"Strain_A","Knock-IN (+)"
420,"A8",0.763,"Strain_A","Knock-IN (+)"
420,"A9",0.803,"Strain_A","Knock-IN (+)"
420,"A10",0.674,"Strain_A","Knock-IN (+)"
420,"A11",0.936,"Strain_A","Knock-IN (+)"
420,"A12",0.955,"Strain_A","Knock-IN (+)"
420,"B1",0.027,"Strain_B","Knock-OUT (-)"
420,"B2",0.605,"Strain_B","Knock-OUT (-)"
420,"B3",0.069,"Strain_B","Knock-OUT (-)"
420,"B4",0.96,"Strain_B","Knock-OUT (-)"
420,"B5",0.94,"Strain_B","Knock-OUT (-)"
420,"B6",0.642,"Strain_B","Knock-OUT (-)"
420,"B7",0.205,"Strain_B","Knock-IN (+)"
420,"B8",0.891,"Strain_B","Knock-IN (+)"
420,"B9",0.631,"Strain_B","Knock-IN (+)"
420,"B10",0.704,"Strain_B","Knock-IN (+)"
420,"B11",0.943,"Strain_B","Knock-IN (+)"
420,"B12",0.816,"Strain_B","Knock-IN (+)"
420,"C1",0.022,"Strain_C","Knock-OUT (-)"
420,"C2",0.52,"Strain_C","Knock-OUT (-)"
420,"C3",0.895,"Strain_C","Knock-OUT (-)"
420,"C4",0.022,"Strain_C","Knock-OUT (-)"
420,"C5",0.154,"Strain_C","Knock-OUT (-)"
420,"C6",0.026,"Strain_C","Knock-OUT (-)"
420,"C7",0.205,"Strain_C","Knock-IN (+)"
420,"C8",0.891,"Strain_C","Knock-IN (+)"
420,"C9",0.248,"Strain_C","Knock-IN (+)"
420,"C10",0.138,"Strain_C","Knock-IN (+)"
420,"C11",0.816,"Strain_C","Knock-IN (+)"
420,"C12",0.895,"Strain_C","Knock-IN (+)"
435,"A1",0.959,"Strain_A","Knock-OUT (-)"
435,"A2",0.183,"Strain_A","Knock-OUT (-)"
435,"A3",0.73,"Strain_A","Knock-OUT (-)"
435,"A4",0.055,"Strain_A","Knock-OUT (-)"
435,"A5",0.539,"Strain_A","Knock-OUT (-)"
435,"A6",0.845,"Strain_A","Knock-OUT (-)"
435,"A7",0.545,"Strain_A","Knock-IN (+)"
435,"A8",0.81,"Strain_A","Knock-IN (+)"
435,"A9",0.845,"Strain_A","Knock-IN (+)"
435,"A10",0.73,"Strain_A","Knock-IN (+)"
435,"A11",0.954,"Strain_A","Knock-IN (+)"
435,"A12",0.969,"Strain_A","Knock-IN (+)"
435,"B1",0.031,"Strain_B","Knock-OUT (-)"
435,"B2",0.665,"Strain_B","Knock-OUT (-)"
435,"B3",0.082,"Strain_B","Knock-OUT (-)"
435,"B4",0.973,"Strain_B","Knock-OUT (-)"
435,"B5",0.957,"Strain_B","Knock-OUT (-)"
435,"B6",0.7,"Strain_B","Knock-OUT (-)"
435,"B7",0.243,"Strain_B","Knock-IN (+)"
435,"B8",0.918,"Strain_B","Knock-IN (+)"
435,"B9",0.689,"Strain_B","Knock-IN (+)"
435,"B10",0.758,"Strain_B","Knock-IN (+)"
435,"B11",0.96,"Strain_B","Knock-IN (+)"
435,"B12",0.856,"Strain_B","Knock-IN (+)"
435,"C1",0.025,"Strain_C","Knock-OUT (-)"
435,"C2",0.582,"Strain_C","Knock-OUT (-)"
435,"C3",0.922,"Strain_C","Knock-OUT (-)"
435,"C4",0.025,"Strain_C","Knock-OUT (-)"
435,"C5",0.183,"Strain_C","Knock-OUT (-)"
435,"C6",0.03,"Strain_C","Knock-OUT (-)"
435,"C7",0.243,"Strain_C","Knock-IN (+)"
435,"C8",0.918,"Strain_C","Knock-IN (+)"
435,"C9",0.292,"Strain_C","Knock-IN (+)"
435,"C10",0.165,"Strain_C","Knock-IN (+)"
435,"C11",0.856,"Strain_C","Knock-IN (+)"
435,"C12",0.922,"Strain_C","Knock-IN (+)"
450,"A1",0.971,"Strain_A","Knock-OUT (-)"
450,"A2",0.216,"Strain_A","Knock-OUT (-)"
450,"A3",0.779,"Strain_A","Knock-OUT (-)"
450,"A4",0.064,"Strain_A","Knock-OUT (-)"
450,"A5",0.598,"Strain_A","Knock-OUT (-)"
450,"A6",0.879,"Strain_A","Knock-OUT (-)"
450,"A7",0.604,"Strain_A","Knock-IN (+)"
450,"A8",0.85,"Strain_A","Knock-IN (+)"
450,"A9",0.879,"Strain_A","Knock-IN (+)"
450,"A10",0.779,"Strain_A","Knock-IN (+)"
450,"A11",0.968,"Strain_A","Knock-IN (+)"
450,"A12",0.979,"Strain_A","Knock-IN (+)"
450,"B1",0.036,"Strain_B","Knock-OUT (-)"
450,"B2",0.72,"Strain_B","Knock-OUT (-)"
450,"B3",0.097,"Strain_B","Knock-OUT (-)"
450,"B4",0.982,"Strain_B","Knock-OUT (-)"
450,"B5",0.97,"Strain_B","Knock-OUT (-)"
450,"B6",0.752,"Strain_B","Knock-OUT (-)"
450,"B7",0.284,"Strain_B","Knock-IN (+)"
450,"B8",0.94,"Strain_B","Knock-IN (+)"
450,"B9",0.742,"Strain_B","Knock-IN (+)"
450,"B10",0.804,"Strain_B","Knock-IN (+)"
450,"B11",0.972,"Strain_B","Knock-IN (+)"
450,"B12",0.889,"Strain_B","Knock-IN (+)"
450,"C1",0.029,"Strain_C","Knock-OUT (-)"
450,"C2",0.64,"Strain_C","Knock-OUT (-)"
450,"C3",0.942,"Strain_C","Knock-OUT (-)"
450,"C4",0.029,"Strain_C","Knock-OUT (-)"
450,"C5",0.216,"Strain_C","Knock-OUT (-)"
450,"C6",0.035,"Strain_C","Knock-OUT (-)"
450,"C7",0.284,"Strain_C","Knock-IN (+)"
450,"C8",0.94,"Strain_C","Knock-IN (+)"
450,"C9",0.339,"Strain_C","Knock-IN (+)"
450,"C10",0.195,"Strain_C","Knock-IN (+)"
450,"C11",0.889,"Strain_C","Knock-IN (+)"
450,"C12",0.942,"Strain_C","Knock-IN (+)"
465,"A1",0.981,"Strain_A","Knock-OUT (-)"
465,"A2",0.252,"Strain_A","Knock-OUT (-)"
465,"A3",0.82,"Strain_A","Knock-OUT (-)"
465,"A4",0.075,"Strain_A","Knock-OUT (-)"
465,"A5",0.653,"Strain_A","Knock-OUT (-)"
465,"A6",0.907,"Strain_A","Knock-OUT (-)"
465,"A7",0.659,"Strain_A","Knock-IN (+)"
465,"A8",0.882,"Strain_A","Knock-IN (+)"
465,"A9",0.907,"Strain_A","Knock-IN (+)"
465,"A10",0.82,"Strain_A","Knock-IN (+)"
465,"A11",0.978,"Strain_A","Knock-IN (+)"
465,"A12",0.986,"Strain_A","Knock-IN (+)"
465,"B1",0.041,"Strain_B","Knock-OUT (-)"
465,"B2",0.767,"Strain_B","Knock-OUT (-)"
465,"B3",0.114,"Strain_B","Knock-OUT (-)"
465,"B4",0.989,"Strain_B","Knock-OUT (-)"
465,"B5",0.979,"Strain_B","Knock-OUT (-)"
465,"B6",0.797,"Strain_B","Knock-OUT (-)"
465,"B7",0.328,"Strain_B","Knock-IN (+)"
465,"B8",0.956,"Strain_B","Knock-IN (+)"
465,"B9",0.788,"Strain_B","Knock-IN (+)"
465,"B10",0.842,"Strain_B","Knock-IN (+)"
465,"B11",0.981,"Strain_B","Knock-IN (+)"
465,"B12",0.914,"Strain_B","Knock-IN (+)"
465,"C1",0.033,"Strain_C","Knock-OUT (-)"
465,"C2",0.694,"Strain_C","Knock-OUT (-)"
465,"C3",0.958,"Strain_C","Knock-OUT (-)"
465,"C4",0.033,"Strain_C","Knock-OUT (-)"
465,"C5",0.252,"Strain_C","Knock-OUT (-)"
465,"C6",0.04,"Strain_C","Knock-OUT (-)"
465,"C7",0.328,"Strain_C","Knock-IN (+)"
465,"C8",0.956,"Strain_C","Knock-IN (+)"
465,"C9",0.389,"Strain_C","Knock-IN (+)"
465,"C10",0.227,"Strain_C","Knock-IN (+)"
465,"C11",0.914,"Strain_C","Knock-IN (+)"
465,"C12",0.958,"Strain_C","Knock-IN (+)"
480,"A1",0.988,"Strain_A","Knock-OUT (-)"
480,"A2",0.29,"Strain_A","Knock-OUT (-)"
480,"A3",0.855,"Strain_A","Knock-OUT (-)"
480,"A4",0.087,"Strain_A","Knock-OUT (-)"
480,"A5",0.703,"Strain_A","Knock-OUT (-)"
480,"A6",0.928,"Strain_A","Knock-OUT (-)"
480,"A7",0.709,"Strain_A","Knock-IN (+)"
480,"A8",0.908,"Strain_A","Knock-IN (+)"
480,"A9",0.928,"Strain_A","Knock-IN (+)"
480,"A10",0.855,"Strain_A","Knock-IN (+)"
480,"A11",0.985,"Strain_A","Knock-IN (+)"
480,"A12",0.993,"Strain_A","Knock-IN (+)"
480,"B1",0.047,"Strain_B","Knock-OUT (-)"
480,"B2",0.809,"Strain_B","Knock-OUT (-)"
480,"B3",0.133,"Strain_B","Knock-OUT (-)"
480,"B4",0.995,"Strain_B","Knock-OUT (-)"
480,"B5",0.987,"Strain_B","Knock-OUT (-)"
480,"B6",0.835,"Strain_B","Knock-OUT (-)"
480,"B7",0.374,"Strain_B","Knock-IN (+)"
480,"B8",0.968,"Strain_B","Knock-IN (+)"
480,"B9",0.827,"Strain_B","Knock-IN (+)"
480,"B10",0.874,"Strain_B","Knock-IN (+)"
480,"B11",0.988,"Strain_B","Knock-IN (+)"
480,"B12",0.935,"Strain_B","Knock-IN (+)"
480,"C1",0.037,"Strain_C","Knock-OUT (-)"
480,"C2",0.742,"Strain_C","Knock-OUT (-)"
480,"C3",0.969,"Strain_C","Knock-OUT (-)"
480,"C4",0.037,"Strain_C","Knock-OUT (-)"
480,"C5",0.29,"Strain_C","Knock-OUT (-)"
480,"C6",0.046,"Strain_C","Knock-OUT (-)"
480,"C7",0.374,"Strain_C","Knock-IN (+)"
480,"C8",0.968,"Strain_C","Knock-IN (+)"
480,"C9",0.439,"Strain_C","Knock-IN (+)"
480,"C10",0.263,"Strain_C","Knock-IN (+)"
480,"C11",0.935,"Strain_C","Knock-IN (+)"
480,"C12",0.969,"Strain_C","Knock-IN (+)"
495,"A1",0.994,"Strain_A","Knock-OUT (-)"
495,"A2",0.331,"Strain_A","Knock-OUT (-)"
495,"A3",0.884,"Strain_A","Knock-OUT (-)"
495,"A4",0.101,"Strain_A","Knock-OUT (-)"
495,"A5",0.749,"Strain_A","Knock-OUT (-)"
495,"A6",0.945,"Strain_A","Knock-OUT (-)"
495,"A7",0.754,"Strain_A","Knock-IN (+)"
495,"A8",0.928,"Strain_A","Knock-IN (+)"
495,"A9",0.945,"Strain_A","Knock-IN (+)"
495,"A10",0.884,"Strain_A","Knock-IN (+)"
495,"A11",0.992,"Strain_A","Knock-IN (+)"
495,"A12",0.998,"Strain_A","Knock-IN (+)"
495,"B1",0.054,"Strain_B","Knock-OUT (-)"
495,"B2",0.844,"Strain_B","Knock-OUT (-)"
495,"B3",0.154,"Strain_B","Knock-OUT (-)"
495,"B4",1,"Strain_B","Knock-OUT (-)"
495,"B5",0.993,"Strain_B","Knock-OUT (-)"
495,"B6",0.866,"Strain_B","Knock-OUT (-)"
495,"B7",0.421,"Strain_B","Knock-IN (+)"
495,"B8",0.977,"Strain_B","Knock-IN (+)"
495,"B9",0.86,"Strain_B","Knock-IN (+)"
495,"B10",0.9,"Strain_B","Knock-IN (+)"
495,"B11",0.994,"Strain_B","Knock-IN (+)"
495,"B12",0.95,"Strain_B","Knock-IN (+)"
495,"C1",0.043,"Strain_C","Knock-OUT (-)"
495,"C2",0.784,"Strain_C","Knock-OUT (-)"
495,"C3",0.978,"Strain_C","Knock-OUT (-)"
495,"C4",0.043,"Strain_C","Knock-OUT (-)"
495,"C5",0.331,"Strain_C","Knock-OUT (-)"
495,"C6",0.052,"Strain_C","Knock-OUT (-)"
495,"C7",0.421,"Strain_C","Knock-IN (+)"
495,"C8",0.977,"Strain_C","Knock-IN (+)"
495,"C9",0.489,"Strain_C","Knock-IN (+)"
495,"C10",0.301,"Strain_C","Knock-IN (+)"
495,"C11",0.95,"Strain_C","Knock-IN (+)"
495,"C12",0.978,"Strain_C","Knock-IN (+)"
510,"A1",0.999,"Strain_A","Knock-OUT (-)"
510,"A2",0.374,"Strain_A","Knock-OUT (-)"
510,"A3",0.908,"Strain_A","Knock-OUT (-)"
510,"A4",0.116,"Strain_A","Knock-OUT (-)"
510,"A5",0.789,"Strain_A","Knock-OUT (-)"
510,"A6",0.959,"Strain_A","Knock-OUT (-)"
510,"A7",0.793,"Strain_A","Knock-IN (+)"
510,"A8",0.945,"Strain_A","Knock-IN (+)"
510,"A9",0.959,"Strain_A","Knock-IN (+)"
510,"A10",0.908,"Strain_A","Knock-IN (+)"
510,"A11",0.997,"Strain_A","Knock-IN (+)"
510,"A12",1.003,"Strain_A","Knock-IN (+)"
510,"B1",0.062,"Strain_B","Knock-OUT (-)"
510,"B2",0.873,"Strain_B","Knock-OUT (-)"
510,"B3",0.177,"Strain_B","Knock-OUT (-)"
510,"B4",1.005,"Strain_B","Knock-OUT (-)"
510,"B5",0.998,"Strain_B","Knock-OUT (-)"
510,"B6",0.893,"Strain_B","Knock-OUT (-)"
510,"B7",0.469,"Strain_B","Knock-IN (+)"
510,"B8",0.984,"Strain_B","Knock-IN (+)"
510,"B9",0.887,"Strain_B","Knock-IN (+)"
510,"B10",0.922,"Strain_B","Knock-IN (+)"
510,"B11",0.999,"Strain_B","Knock-IN (+)"
510,"B12",0.963,"Strain_B","Knock-IN (+)"
510,"C1",0.048,"Strain_C","Knock-OUT (-)"
510,"C2",0.82,"Strain_C","Knock-OUT (-)"
510,"C3",0.985,"Strain_C","Knock-OUT (-)"
510,"C4",0.048,"Strain_C","Knock-OUT (-)"
510,"C5",0.374,"Strain_C","Knock-OUT (-)"
510,"C6",0.059,"Strain_C","Knock-OUT (-)"
510,"C7",0.469,"Strain_C","Knock-IN (+)"
510,"C8",0.984,"Strain_C","Knock-IN (+)"
510,"C9",0.539,"Strain_C","Knock-IN (+)"
510,"C10",0.341,"Strain_C","Knock-IN (+)"
510,"C11",0.963,"Strain_C","Knock-IN (+)"
510,"C12",0.985,"Strain_C","Knock-IN (+)"
525,"A1",1.003,"Strain_A","Knock-OUT (-)"
525,"A2",0.417,"Strain_A","Knock-OUT (-)"
525,"A3",0.927,"Strain_A","Knock-OUT (-)"
525,"A4",0.133,"Strain_A","Knock-OUT (-)"
525,"A5",0.824,"Strain_A","Knock-OUT (-)"
525,"A6",0.969,"Strain_A","Knock-OUT (-)"
525,"A7",0.828,"Strain_A","Knock-IN (+)"
525,"A8",0.958,"Strain_A","Knock-IN (+)"
525,"A9",0.969,"Strain_A","Knock-IN (+)"
525,"A10",0.927,"Strain_A","Knock-IN (+)"
525,"A11",1.002,"Strain_A","Knock-IN (+)"
525,"A12",1.008,"Strain_A","Knock-IN (+)"
525,"B1",0.071,"Strain_B","Knock-OUT (-)"
525,"B2",0.898,"Strain_B","Knock-OUT (-)"
525,"B3",0.203,"Strain_B","Knock-OUT (-)"
525,"B4",1.01,"Strain_B","Knock-OUT (-)"
525,"B5",1.003,"Strain_B","Knock-OUT (-)"
525,"B6",0.914,"Strain_B","Knock-OUT (-)"
525,"B7",0.516,"Strain_B","Knock-IN (+)"
525,"B8",0.99,"Strain_B","Knock-IN (+)"
525,"B9",0.909,"Strain_B","Knock-IN (+)"
525,"B10",0.939,"Strain_B","Knock-IN (+)"
525,"B11",1.004,"Strain_B","Knock-IN (+)"
525,"B12",0.972,"Strain_B","Knock-IN (+)"
525,"C1",0.055,"Strain_C","Knock-OUT (-)"
525,"C2",0.852,"Strain_C","Knock-OUT (-)"
525,"C3",0.991,"Strain_C","Knock-OUT (-)"
525,"C4",0.055,"Strain_C","Knock-OUT (-)"
525,"C5",0.417,"Strain_C","Knock-OUT (-)"
525,"C6",0.068,"Strain_C","Knock-OUT (-)"
525,"C7",0.516,"Strain_C","Knock-IN (+)"
525,"C8",0.99,"Strain_C","Knock-IN (+)"
525,"C9",0.587,"Strain_C","Knock-IN (+)"
525,"C10",0.383,"Strain_C","Knock-IN (+)"
525,"C11",0.972,"Strain_C","Knock-IN (+)"
525,"C12",0.991,"Strain_C","Knock-IN (+)"
540,"A1",1.008,"Strain_A","Knock-OUT (-)"
540,"A2",0.461,"Strain_A","Knock-OUT (-)"
540,"A3",0.943,"Strain_A","Knock-OUT (-)"
540,"A4",0.151,"Strain_A","Knock-OUT (-)"
540,"A5",0.853,"Strain_A","Knock-OUT (-)"
540,"A6",0.977,"Strain_A","Knock-OUT (-)"
540,"A7",0.857,"Strain_A","Knock-IN (+)"
540,"A8",0.968,"Strain_A","Knock-IN (+)"
540,"A9",0.977,"Strain_A","Knock-IN (+)"
540,"A10",0.943,"Strain_A","Knock-IN (+)"
540,"A11",1.006,"Strain_A","Knock-IN (+)"
540,"A12",1.013,"Strain_A","Knock-IN (+)"
540,"B1",0.08,"Strain_B","Knock-OUT (-)"
540,"B2",0.918,"Strain_B","Knock-OUT (-)"
540,"B3",0.23,"Strain_B","Knock-OUT (-)"
540,"B4",1.016,"Strain_B","Knock-OUT (-)"
540,"B5",1.007,"Strain_B","Knock-OUT (-)"
540,"B6",0.932,"Strain_B","Knock-OUT (-)"
540,"B7",0.563,"Strain_B","Knock-IN (+)"
540,"B8",0.995,"Strain_B","Knock-IN (+)"
540,"B9",0.928,"Strain_B","Knock-IN (+)"
540,"B10",0.952,"Strain_B","Knock-IN (+)"
540,"B11",1.008,"Strain_B","Knock-IN (+)"
540,"B12",0.98,"Strain_B","Knock-IN (+)"
540,"C1",0.062,"Strain_C","Knock-OUT (-)"
540,"C2",0.878,"Strain_C","Knock-OUT (-)"
540,"C3",0.996,"Strain_C","Knock-OUT (-)"
540,"C4",0.062,"Strain_C","Knock-OUT (-)"
540,"C5",0.461,"Strain_C","Knock-OUT (-)"
540,"C6",0.077,"Strain_C","Knock-OUT (-)"
540,"C7",0.563,"Strain_C","Knock-IN (+)"
540,"C8",0.995,"Strain_C","Knock-IN (+)"
540,"C9",0.632,"Strain_C","Knock-IN (+)"
540,"C10",0.425,"Strain_C","Knock-IN (+)"
540,"C11",0.98,"Strain_C","Knock-IN (+)"
540,"C12",0.996,"Strain_C","Knock-IN (+)"
555,"A1",1.013,"Strain_A","Knock-OUT (-)"
555,"A2",0.505,"Strain_A","Knock-OUT (-)"
555,"A3",0.955,"Strain_A","Knock-OUT (-)"
555,"A4",0.172,"Strain_A","Knock-OUT (-)"
555,"A5",0.879,"Strain_A","Knock-OUT (-)"
555,"A6",0.984,"Strain_A","Knock-OUT (-)"
555,"A7",0.882,"Strain_A","Knock-IN (+)"
555,"A8",0.976,"Strain_A","Knock-IN (+)"
555,"A9",0.984,"Strain_A","Knock-IN (+)"
555,"A10",0.955,"Strain_A","Knock-IN (+)"
555,"A11",1.011,"Strain_A","Knock-IN (+)"
555,"A12",1.019,"Strain_A","Knock-IN (+)"
555,"B1",0.091,"Strain_B","Knock-OUT (-)"
555,"B2",0.934,"Strain_B","Knock-OUT (-)"
555,"B3",0.26,"Strain_B","Knock-OUT (-)"
555,"B4",1.022,"Strain_B","Knock-OUT (-)"
555,"B5",1.012,"Strain_B","Knock-OUT (-)"
555,"B6",0.946,"Strain_B","Knock-OUT (-)"
555,"B7",0.607,"Strain_B","Knock-IN (+)"
555,"B8",1,"Strain_B","Knock-IN (+)"
555,"B9",0.943,"Strain_B","Knock-IN (+)"
555,"B10",0.963,"Strain_B","Knock-IN (+)"
555,"B11",1.014,"Strain_B","Knock-IN (+)"
555,"B12",0.986,"Strain_B","Knock-IN (+)"
555,"C1",0.07,"Strain_C","Knock-OUT (-)"
555,"C2",0.901,"Strain_C","Knock-OUT (-)"
555,"C3",1.001,"Strain_C","Knock-OUT (-)"
555,"C4",0.07,"Strain_C","Knock-OUT (-)"
555,"C5",0.505,"Strain_C","Knock-OUT (-)"
555,"C6",0.087,"Strain_C","Knock-OUT (-)"
555,"C7",0.607,"Strain_C","Knock-IN (+)"
555,"C8",1,"Strain_C","Knock-IN (+)"
555,"C9",0.675,"Strain_C","Knock-IN (+)"
555,"C10",0.468,"Strain_C","Knock-IN (+)"
555,"C11",0.986,"Strain_C","Knock-IN (+)"
555,"C12",1.001,"Strain_C","Knock-IN (+)"
570,"A1",1.019,"Strain_A","Knock-OUT (-)"
570,"A2",0.548,"Strain_A","Knock-OUT (-)"
570,"A3",0.965,"Strain_A","Knock-OUT (-)"
570,"A4",0.194,"Strain_A","Knock-OUT (-)"
570,"A5",0.9,"Strain_A","Knock-OUT (-)"
570,"A6",0.989,"Strain_A","Knock-OUT (-)"
570,"A7",0.903,"Strain_A","Knock-IN (+)"
570,"A8",0.983,"Strain_A","Knock-IN (+)"
570,"A9",0.989,"Strain_A","Knock-IN (+)"
570,"A10",0.965,"Strain_A","Knock-IN (+)"
570,"A11",1.017,"Strain_A","Knock-IN (+)"
570,"A12",1.025,"Strain_A","Knock-IN (+)"
570,"B1",0.102,"Strain_B","Knock-OUT (-)"
570,"B2",0.948,"Strain_B","Knock-OUT (-)"
570,"B3",0.291,"Strain_B","Knock-OUT (-)"
570,"B4",1.029,"Strain_B","Knock-OUT (-)"
570,"B5",1.018,"Strain_B","Knock-OUT (-)"
570,"B6",0.958,"Strain_B","Knock-OUT (-)"
570,"B7",0.649,"Strain_B","Knock-IN (+)"
570,"B8",1.005,"Strain_B","Knock-IN (+)"
570,"B9",0.955,"Strain_B","Knock-IN (+)"
570,"B10",0.972,"Strain_B","Knock-IN (+)"
570,"B11",1.02,"Strain_B","Knock-IN (+)"
570,"B12",0.992,"Strain_B","Knock-IN (+)"
570,"C1",0.079,"Strain_C","Knock-OUT (-)"
570,"C2",0.919,"Strain_C","Knock-OUT (-)"
570,"C3",1.006,"Strain_C","Knock-OUT (-)"
570,"C4",0.079,"Strain_C","Knock-OUT (-)"
570,"C5",0.548,"Strain_C","Knock-OUT (-)"
570,"C6",0.098,"Strain_C","Knock-OUT (-)"
570,"C7",0.649,"Strain_C","Knock-IN (+)"
570,"C8",1.005,"Strain_C","Knock-IN (+)"
570,"C9",0.714,"Strain_C","Knock-IN (+)"
570,"C10",0.511,"Strain_C","Knock-IN (+)"
570,"C11",0.992,"Strain_C","Knock-IN (+)"
570,"C12",1.006,"Strain_C","Knock-IN (+)"
585,"A1",1.026,"Strain_A","Knock-OUT (-)"
585,"A2",0.59,"Strain_A","Knock-OUT (-)"
585,"A3",0.973,"Strain_A","Knock-OUT (-)"
585,"A4",0.218,"Strain_A","Knock-OUT (-)"
585,"A5",0.918,"Strain_A","Knock-OUT (-)"
585,"A6",0.994,"Strain_A","Knock-OUT (-)"
585,"A7",0.921,"Strain_A","Knock-IN (+)"
585,"A8",0.988,"Strain_A","Knock-IN (+)"
585,"A9",0.994,"Strain_A","Knock-IN (+)"
585,"A10",0.973,"Strain_A","Knock-IN (+)"
585,"A11",1.023,"Strain_A","Knock-IN (+)"
585,"A12",1.033,"Strain_A","Knock-IN (+)"
585,"B1",0.115,"Strain_B","Knock-OUT (-)"
585,"B2",0.959,"Strain_B","Knock-OUT (-)"
585,"B3",0.323,"Strain_B","Knock-OUT (-)"
585,"B4",1.038,"Strain_B","Knock-OUT (-)"
585,"B5",1.025,"Strain_B","Knock-OUT (-)"
585,"B6",0.967,"Strain_B","Knock-OUT (-)"
585,"B7",0.688,"Strain_B","Knock-IN (+)"
585,"B8",1.009,"Strain_B","Knock-IN (+)"
585,"B9",0.965,"Strain_B","Knock-IN (+)"
585,"B10",0.979,"Strain_B","Knock-IN (+)"
585,"B11",1.026,"Strain_B","Knock-IN (+)"
585,"B12",0.996,"Strain_B","Knock-IN (+)"
585,"C1",0.089,"Strain_C","Knock-OUT (-)"
585,"C2",0.934,"Strain_C","Knock-OUT (-)"
585,"C3",1.01,"Strain_C","Knock-OUT (-)"
585,"C4",0.089,"Strain_C","Knock-OUT (-)"
585,"C5",0.59,"Strain_C","Knock-OUT (-)"
585,"C6",0.11,"Strain_C","Knock-OUT (-)"
585,"C7",0.688,"Strain_C","Knock-IN (+)"
585,"C8",1.009,"Strain_C","Knock-IN (+)"
585,"C9",0.75,"Strain_C","Knock-IN (+)"
585,"C10",0.552,"Strain_C","Knock-IN (+)"
585,"C11",0.996,"Strain_C","Knock-IN (+)"
585,"C12",1.01,"Strain_C","Knock-IN (+)"
600,"A1",1.034,"Strain_A","Knock-OUT (-)"
600,"A2",0.63,"Strain_A","Knock-OUT (-)"
600,"A3",0.98,"Strain_A","Knock-OUT (-)"
600,"A4",0.243,"Strain_A","Knock-OUT (-)"
600,"A5",0.933,"Strain_A","Knock-OUT (-)"
600,"A6",0.999,"Strain_A","Knock-OUT (-)"
600,"A7",0.935,"Strain_A","Knock-IN (+)"
600,"A8",0.993,"Strain_A","Knock-IN (+)"
600,"A9",0.999,"Strain_A","Knock-IN (+)"
600,"A10",0.98,"Strain_A","Knock-IN (+)"
600,"A11",1.03,"Strain_A","Knock-IN (+)"
600,"A12",1.042,"Strain_A","Knock-IN (+)"
600,"B1",0.129,"Strain_B","Knock-OUT (-)"
600,"B2",0.968,"Strain_B","Knock-OUT (-)"
600,"B3",0.357,"Strain_B","Knock-OUT (-)"
600,"B4",1.048,"Strain_B","Knock-OUT (-)"
600,"B5",1.032,"Strain_B","Knock-OUT (-)"
600,"B6",0.975,"Strain_B","Knock-OUT (-)"
600,"B7",0.725,"Strain_B","Knock-IN (+)"
600,"B8",1.014,"Strain_B","Knock-IN (+)"
600,"B9",0.973,"Strain_B","Knock-IN (+)"
600,"B10",0.985,"Strain_B","Knock-IN (+)"
600,"B11",1.034,"Strain_B","Knock-IN (+)"
600,"B12",1.001,"Strain_B","Knock-IN (+)"
600,"C1",0.099,"Strain_C","Knock-OUT (-)"
600,"C2",0.947,"Strain_C","Knock-OUT (-)"
600,"C3",1.015,"Strain_C","Knock-OUT (-)"
600,"C4",0.099,"Strain_C","Knock-OUT (-)"
